feature_id,module_id,project,layer,state,source_path,source_symbol,evidence,notes
api-route:projects/web-main/backend/api/teaching_data.py:177:get_teaching_demo_path,platform.api-other,web-main,api,implemented-or-supporting,projects/web-main/backend/api/teaching_data.py,get_teaching_demo_path,ROUTER.GET /teaching/demos/{demo_id}/path,AST-discovered route/registration
api-route:projects/web-main/backend/api/teaching_data.py:199:get_teaching_status,platform.api-other,web-main,api,implemented-or-supporting,projects/web-main/backend/api/teaching_data.py,get_teaching_status,ROUTER.GET /teaching/status,AST-discovered route/registration
api-route:projects/web-main/backend/api/teaching_data.py:40:list_teaching_demos,platform.api-other,web-main,api,implemented-or-supporting,projects/web-main/backend/api/teaching_data.py,list_teaching_demos,ROUTER.GET /teaching/demos,AST-discovered route/registration
api-route:projects/web-main/backend/api/teaching_data.py:64:get_teaching_demo,platform.api-other,web-main,api,implemented-or-supporting,projects/web-main/backend/api/teaching_data.py,get_teaching_demo,ROUTER.GET /teaching/demos/{demo_id},AST-discovered route/registration
api-route:projects/web-main/backend/api/teaching_data.py:99:register_teaching_demo,platform.api-other,web-main,api,implemented-or-supporting,projects/web-main/backend/api/teaching_data.py,register_teaching_demo,ROUTER.POST /teaching/register/{demo_id},AST-discovered route/registration
api-route:projects/web-main/backend/api/templates.py:10:list_templates,platform.templates,web-main,api,implemented-or-supporting,projects/web-main/backend/api/templates.py,list_templates,ROUTER.GET /templates,AST-discovered route/registration
api-route:projects/web-main/backend/api/templates.py:15:get_template,platform.templates,web-main,api,implemented-or-supporting,projects/web-main/backend/api/templates.py,get_template,ROUTER.GET /templates/{template_id},AST-discovered route/registration
api-route:projects/web-main/backend/api/templates.py:23:list_analysis_templates,platform.templates,web-main,api,implemented-or-supporting,projects/web-main/backend/api/templates.py,list_analysis_templates,ROUTER.GET /analysis-templates,AST-discovered route/registration
api-route:projects/web-main/backend/api/templates.py:28:list_paradigms,platform.templates,web-main,api,implemented-or-supporting,projects/web-main/backend/api/templates.py,list_paradigms,ROUTER.GET /paradigms,AST-discovered route/registration
api-route:projects/web-main/backend/api/templates.py:33:list_recommendation_rules,platform.templates,web-main,api,implemented-or-supporting,projects/web-main/backend/api/templates.py,list_recommendation_rules,ROUTER.GET /recommendation-rules,AST-discovered route/registration
