project,path,symbol,kind,line,detail
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/__main__.py,main,function,10,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/aperiodic.py,AperiodicConfig,class,11,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/aperiodic.py,compute_aperiodic_spectrum,function,17,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/complexity.py,ComplexityConfig,class,13,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/complexity.py,compute_complexity,function,19,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/complexity.py,_channel_features,function,49,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/complexity.py,_multiscale_entropy_curve,function,60,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/complexity.py,_hurst_rs,function,71,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/complexity.py,_finite,function,87,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/connectivity.py,ConnectivityConfig,class,12,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/connectivity.py,compute_connectivity,function,17,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/connectivity.py,_epochs,function,37,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/connectivity.py,_analytic_band_epochs,function,42,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/connectivity.py,_metrics,function,48,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/connectivity.py,_summarize_matrix,function,75,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/connectivity.py,_region,function,91,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/connectivity.py,_pearson,function,104,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/coupling.py,CouplingConfig,class,12,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/coupling.py,compute_coupling,function,22,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/coupling.py,_analytic,function,52,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/coupling.py,_tort_mi,function,57,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/coupling.py,_phase_amplitude_curve,function,65,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,render_full_historical_report,function,44,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_save,function,111,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_scalp_info,function,117,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_topomap,function,121,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_clinical_scalp_waveform,function,128,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_cleaned_psd_detail,function,152,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_alpha_dispersion_rows,function,169,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_bandpower_topomaps,function,182,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_global_bandpower,function,193,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_posterior_alpha,function,208,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_alpha_dispersion,function,227,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_alpha_dispersion_topomaps,function,248,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_alpha_hemisphere_views,function,264,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_beta_envelopes,function,291,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_region,function,302,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_hemisphere,function,315,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_regional_bandpower,function,320,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_hemispheric_asymmetry,function,335,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_spectral_statistics,function,352,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_band_peaks,function,366,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_narrowbands,function,381,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_ratios,function,392,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_gfp_fields,function,402,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_gfp_gmd,function,406,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_templates,function,427,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_parameters,function,435,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_transitions,function,447,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_sequence,function,463,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_coverage,function,478,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_duration_distribution,function,491,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_outgoing,function,502,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_total_contribution,function,511,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_transition_polar,function,527,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_distribution_histograms,function,564,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_sequence_raster,function,598,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_microstate_information_dynamics,function,640,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_multiscale_entropy,function,692,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_omega,function,701,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_channel_psd_atlas,function,714,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_channel_psd_atlas_with_parameters,function,733,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_connectivity_atlas,function,773,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_connectivity_nodes,function,790,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_connectivity_regional,function,802,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_coupling_topomaps,function,814,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_pac_curves,function,824,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_coupling_regional,function,836,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_plot_aperiodic,function,850,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_write_csv,function,868,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_write_all_tables,function,876,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_write_microstate_information_table,function,942,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_write_microstate_legacy_tables,function,953,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_series_rows,function,981,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_figure,function,988,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_atlas,function,992,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_clinical_html,function,997,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_traceability_link,function,1077,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_existing_traceability_groups,function,1082,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,add_if_present,function,1090,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_traceability_html,function,1126,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_technical_html,function,1137,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_value,function,1151,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_page,function,1155,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_write_manifest,function,1160,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_HrefCollector,class,1173,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,__init__,function,1176,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,handle_starttag,function,1180,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,_local_link_errors,function,1188,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/expanded_report.py,validate_full_report,function,1208,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/gfp.py,GFPConfig,class,14,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/gfp.py,compute_gfp_gmd,function,21,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/gfp.py,write_gfp_peak_topography_gmd_csv,function,78,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/gfp.py,_normalize_maps,function,106,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/gfp.py,_polarity_invariant_gmd,function,112,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/gfp.py,_successive_peak_gmd_rows,function,118,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/gfp.py,_summary,function,142,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/io.py,read_raw,function,14,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/io.py,prepare_analysis_raw,function,23,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/io.py,file_sha256,function,47,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,MicrostateConfig,class,17,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,compute_microstates,function,31,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,compute_microstate_lagged_information,function,124,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,compute_microstate_information_dynamics,function,212,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,write_microstate_information_csv,function,313,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,write_microstate_transition_counts_csv,function,334,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,write_microstate_lagged_information_csv,function,352,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,write_microstate_state_self_information_csv,function,373,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,write_microstate_timeline_mapping_csv,function,385,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,write_microstate_source_segments_csv,function,400,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_write_rows_csv,function,419,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_discrete_mutual_information_bits,function,429,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,build_microstate_timeline_mapping,function,445,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,map_microstate_segments_to_source_time,function,527,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_validate_source_epoch_rows,function,568,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_validate_and_index_labels,function,599,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_merge_short_segments,function,618,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_temporal_parameters,function,636,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_transition_matrix,function,647,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_direct_transition_counts,function,655,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_segments,function,684,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_duration_summary,function,702,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_per_second_coverage,function,720,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_outgoing_transitions,function,739,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_sequence_summary,function,758,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/microstates.py,_shannon_entropy,function,771,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/pipeline.py,run_full_recording_spectral_pipeline,function,22,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/pipeline.py,run_recovered_full_pipeline,function,34,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/pipeline.py,run_recovered_full_report_pipeline,function,52,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/pipeline.py,_base_summary,function,66,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/pipeline.py,_write_summary,function,71,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/preprocess.py,PreprocessConfig,class,9,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/preprocess.py,preprocess_full_recording,function,18,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,QCConfig,class,19,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,run_auto_qc,function,34,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,_candidate_bad_channels,function,74,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,_remove_iclabel_components,function,84,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,_screen_epochs,function,135,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,_add_analysis_coordinates,function,151,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,build_source_time_mapping,function,173,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,retained_sample_source_times,function,275,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,restore_source_time_axis,function,295,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/qc.py,_gate_reasons,function,330,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_configure_scientific_style,function,53,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_finalize_figure,function,68,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,render_report_from_summary,function,74,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,render_report,function,96,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_plot_qc_comparison,function,108,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_waveform,function,125,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_psd_with_sem,function,133,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_spectrogram,function,145,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_plot_spectral,function,156,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_plot_topographies,function,179,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_plot_gfp_microstates,function,191,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_plot_complexity,function,211,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_plot_connectivity,function,245,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_plot_coupling,function,264,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_write_tables,function,280,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_csv,function,295,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_write_visual_manifest,function,302,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,validate_report_output,function,329,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_clinical_html,function,357,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_technical_html,function,384,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_figure,function,397,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_number,function,401,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/report.py,_page,function,405,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spatial.py,compute_spatial_complexity,function,8,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,SpectralConfig,class,49,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,compute_spectral_features,function,69,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,compute_alpha_spectral_dispersion,function,136,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,write_alpha_spectral_dispersion_csv,function,212,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_welch_psd_uv2,function,276,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_alpha_dispersion_rows,function,296,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_alpha_dispersion_row,function,307,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_windowed_alpha_dispersion,function,340,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_alpha_dispersion_summary,function,418,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_frequency_step,function,443,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_finite_statistic,function,447,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_channel_field,function,452,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_maximum_field,function,457,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_mean_field,function,462,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_paired_delta,function,467,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_write_csv,function,473,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_band_power_rows,function,480,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_narrowband_definitions,function,498,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_integrated_power,function,502,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_power_ratios,function,509,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_channel_spectral_statistics,function,531,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_spectral_centroid_in_band,function,555,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_spectral_edge_frequency,function,562,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_alpha_envelopes,function,569,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_beta_envelopes,function,587,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_hemisphere,function,604,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_envelope_summary,function,609,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_posterior_alpha,function,616,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_posterior_hemisphere_summary,function,648,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_band_peaks,function,677,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_find_band_peak,function,689,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_paf,function,722,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_tbr,function,732,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_faa,function,744,
qeeg-64ch-research,projects/qeeg-64ch-research/src/qlanalyser_eeg64/spectral.py,_channel_values,function,751,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_alpha_spectral_dispersion.py,_alpha_raw,function,18,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_alpha_spectral_dispersion.py,test_alpha_dispersion_matches_historical_band_formula_and_window_contract,function,29,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_alpha_spectral_dispersion.py,test_alpha_dispersion_cd_alpha2_uses_half_hz_neighbourhood_not_one_hz,function,47,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_alpha_spectral_dispersion.py,test_alpha_dispersion_is_compact_when_embedded_in_full_spectral_result,function,64,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_alpha_spectral_dispersion.py,test_alpha_dispersion_handles_short_zero_and_missing_electrode_data_without_nan,function,73,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_alpha_spectral_dispersion.py,test_alpha_dispersion_csv_export_has_stable_headers_and_normalized_window_spectra,function,87,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_expanded_report_microstate_information.py,_information_dynamics,function,15,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_expanded_report_microstate_information.py,_html_summary,function,25,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_expanded_report_microstate_information.py,test_information_dynamics_is_exported_plotted_and_referenced_by_both_pages,function,40,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_expanded_report_microstate_information.py,test_technical_traceability_only_links_existing_artifacts_and_validates_targets,function,61,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_gfp_peak_export.py,_raw_with_repeated_gfp_peaks,function,11,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_gfp_peak_export.py,test_gfp_peak_topography_export_retains_peak_locations_and_historical_columns,function,31,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_microstate_information.py,test_microstate_information_dynamics_returns_windowed_self_information_and_lagged_mi,function,21,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_microstate_information.py,test_lagged_information_covers_4_to_40_ms_and_is_distinct_from_windowed_dynamics,function,43,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_microstate_information.py,test_direct_transition_table_and_source_time_mapping_preserve_real_gaps,function,67,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_recovered_methods.py,_raw,function,18,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_recovered_methods.py,test_recovered_modules_analyse_qc_retained_full_recording,function,27,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_recovered_methods.py,test_aperiodic_spectrum_uses_current_specparam_api,function,58,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_report_contract.py,test_complexity_figure_uses_independent_metric_panels,function,9,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_report_contract.py,test_report_smoke_check_requires_all_report_artifacts,function,23,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_report_qc_config.py,test_report_renderer_reuses_saved_qc_configuration,function,6,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_report_qc_config.py,fake_run_auto_qc,function,28,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_spectral_recovery.py,_alpha_raw,function,9,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_spectral_recovery.py,test_spectral_recovery_exposes_historical_report_measures,function,25,
qeeg-64ch-research,projects/qeeg-64ch-research/tests/test_spectral_recovery.py,test_spectral_recovery_identifies_alpha_and_serializes_without_nan,function,45,
web-main,projects/web-main/backend/api/accounts.py,request_verification_code,api-route,10,ROUTER.POST /auth/verification-code
web-main,projects/web-main/backend/api/accounts.py,request_verification_code,function,10,
